gene,n_grid,n_pathogenic_grid,n_benign_grid,protein_length,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,n_bayes,n_pathogenic_bayes,n_benign_bayes,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals,esm2_calm_weight_bayes_minus_grid,cross_modal_gain_bayes_minus_grid,cross_modal_advantage_bayes_minus_grid
GABBR2,82,8,74,941,0.7635135135135134,0.7939189189189189,0.8175675675675675,0.6097972972972974,0.8040540540540541,0.64,0.8344594594594594,0.36,0.7939189189189189,0.0,0.7719594594594594,0.08,0.8192567567567568,0.05,0.0304054054054054,0.0101351351351351,0.0405405405405405,0.0,0.0016891891891892,-0.0101351351351351,-0.0405405405405405,0.0,-0.0101351351351351,-0.1841216216216215,7.219512195121951,82,8,74,bayes,0.0,0.7939189189189189,0.753,0.804054054054054,0.049,0.8192567567567568,0.7939189189189189,0.8175675675675675,0.6097972972972974,0.0,-0.010135135135135087,0.0,0.0016891891891892552,-0.1841216216216215,-0.20777027027027017,90,0.0,0.0,1.214306433183765e-17
GABRA1,58,43,15,456,0.7968992248062015,0.8046511627906976,0.813953488372093,0.8155038759689923,0.8186046511627907,0.56,0.8217054263565892,0.49,0.8496124031007751,0.63,0.8232558139534883,0.77,0.8465116279069766,0.6900000000000001,0.0077519379844961,0.013953488372093,0.0170542635658915,0.0449612403100775,0.0325581395348836,0.0310077519379844,0.0279069767441859,0.63,0.0310077519379844,0.0108527131782947,11.120689655172416,58,43,15,bayes,0.632,0.8496124031007751,0.562,0.8186046511627907,0.6960000000000001,0.8465116279069766,0.8046511627906976,0.813953488372093,0.8155038759689923,0.04496124031007753,0.03100775193798444,0.04496124031007753,0.03255813953488362,0.010852713178294726,0.0015503875968992942,90,0.0020000000000000018,3.469446951953614e-17,4.163336342344337e-17
GABRA2,21,9,12,451,0.6851851851851851,0.8796296296296297,0.8148148148148149,0.75,0.8796296296296297,0.99,0.8796296296296297,0.0,0.8796296296296297,0.0,0.75,0.99,0.8148148148148149,0.0,0.1944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1296296296296296,5.142857142857143,21,9,12,bayes,0.0,0.8796296296296297,1.0,0.8796296296296297,0.0,0.8148148148148149,0.8796296296296297,0.8148148148148149,0.75,0.0,0.0,0.0,0.0,-0.12962962962962965,-0.06481481481481488,90,0.0,0.0,0.0
GABRB2,74,35,39,512,0.9333333333333332,0.9157509157509158,0.9545787545787544,0.9062271062271064,0.947985347985348,0.46,0.958974358974359,0.64,0.9457875457875458,0.5,0.9377289377289376,0.1,0.9604395604395604,0.32,-0.0175824175824175,0.0322344322344321,0.0432234432234431,0.0300366300366299,0.0058608058608058,-0.0021978021978021,-0.0131868131868132,0.5,-0.0021978021978021,-0.0095238095238093,18.445945945945947,74,35,39,bayes,0.5,0.9457875457875458,0.482,0.947985347985348,0.359,0.9604395604395604,0.9157509157509158,0.9545787545787545,0.9062271062271064,0.03003663003662993,-0.00219780219780219,0.03003663003662993,0.00586080586080584,-0.009523809523809379,-0.04835164835164807,90,0.0,3.122502256758253e-17,-9.020562075079397e-17
GABRB3,53,37,16,473,0.8969594594594594,0.9121621621621622,0.9797297297297296,0.9239864864864864,0.9290540540540542,0.52,0.9797297297297296,0.99,0.9442567567567568,0.58,0.9290540540540542,0.93,0.9797297297297298,0.05,0.0152027027027027,0.0168918918918919,0.0675675675675675,0.0320945945945946,1.1102230246251563e-16,0.0152027027027026,-0.0354729729729729,0.58,0.0152027027027026,0.0118243243243243,11.169811320754716,53,37,16,bayes,0.6990000000000001,0.9442567567567568,0.519,0.9290540540540542,0.11,0.9797297297297298,0.9121621621621622,0.9797297297297297,0.9239864864864865,0.03209459459459463,0.01520270270270263,0.03209459459459463,1.1102230246251565e-16,0.011824324324324342,-0.0557432432432432,90,0.1190000000000001,2.7755575615628914e-17,3.122502256758253e-17
GABRG2,33,24,9,475,0.9490740740740742,0.9907407407407408,0.962962962962963,0.9305555555555556,0.9907407407407408,0.7000000000000001,0.9907407407407408,0.0,0.9907407407407408,0.0,0.9490740740740742,0.0,0.9722222222222224,0.66,0.0416666666666665,0.0,0.0,0.0,0.0092592592592593,0.0,0.0,0.0,0.0,-0.0601851851851851,6.545454545454546,33,24,9,bayes,0.0,0.9907407407407407,1.0,0.9907407407407407,0.732,0.9722222222222223,0.9907407407407407,0.962962962962963,0.9305555555555556,0.0,0.0,0.0,0.0092592592592593,-0.06018518518518512,-0.03240740740740744,90,0.0,0.0,0.0
GALC,77,70,7,685,0.8918367346938776,0.9571428571428572,0.942857142857143,0.5408163265306123,0.9653061224489796,0.8300000000000001,0.9653061224489796,0.37,0.9653061224489796,0.15,0.8918367346938776,0.0,0.9448979591836736,0.01,0.0653061224489796,0.0081632653061224,0.0081632653061224,0.0081632653061224,0.0020408163265306,0.0,0.0,0.15,0.0,-0.4163265306122449,6.363636363636363,77,70,7,bayes,0.156,0.9653061224489796,0.87,0.9653061224489796,0.019,0.9448979591836736,0.9571428571428572,0.942857142857143,0.5408163265306123,0.008163265306122436,0.0,0.008163265306122436,0.0020408163265306367,-0.4163265306122449,-0.40204081632653066,90,0.006000000000000005,3.642919299551295e-17,0.0
GALNS,75,65,10,522,0.7215384615384616,0.8046153846153846,0.893846153846154,0.7200000000000001,0.8276923076923077,0.48,0.9015384615384616,0.89,0.8415384615384616,0.39,0.7461538461538462,0.26,0.893846153846154,0.0,0.083076923076923,0.0230769230769231,0.096923076923077,0.0369230769230769,0.0,0.0138461538461538,-0.06,0.39,0.0138461538461538,-0.0846153846153845,8.666666666666666,75,65,10,bayes,0.388,0.8415384615384616,0.578,0.8276923076923077,0.0,0.893846153846154,0.8046153846153846,0.893846153846154,0.7200000000000001,0.03692307692307695,0.013846153846153841,0.03692307692307695,0.0,-0.08461538461538454,-0.17384615384615387,90,-0.0020000000000000018,4.85722573273506e-17,4.163336342344337e-17
GAMT,33,28,5,236,0.8285714285714286,0.95,0.8642857142857142,0.6571428571428571,0.9571428571428572,0.53,0.9714285714285714,0.15,0.9857142857142858,0.3,0.8642857142857143,0.32,0.8714285714285714,0.02,0.1214285714285713,0.0071428571428572,0.0214285714285714,0.0357142857142858,0.0071428571428572,0.0285714285714285,0.0142857142857143,0.3,0.0285714285714285,-0.2928571428571428,4.242424242424242,33,28,5,bayes,0.364,0.9857142857142858,0.649,0.9571428571428572,0.184,0.8714285714285714,0.95,0.8642857142857142,0.6571428571428571,0.03571428571428581,0.02857142857142858,0.03571428571428581,0.0071428571428572285,-0.2928571428571428,-0.20714285714285707,90,0.064,6.938893903907228e-18,7.979727989493313e-17
GARS1,28,17,11,739,0.7700534759358288,0.7914438502673796,0.946524064171123,0.925133689839572,0.7967914438502673,0.85,0.946524064171123,0.96,0.9358288770053476,0.8200000000000001,0.9358288770053476,0.72,0.962566844919786,0.42,0.0213903743315507,0.0053475935828877,0.1550802139037433,0.1443850267379679,0.016042780748663,0.1390374331550802,-0.0106951871657754,0.8200000000000001,0.1390374331550802,0.1336898395721925,6.678571428571429,28,17,11,bayes,0.853,0.9358288770053476,0.86,0.7967914438502673,0.456,0.9625668449197861,0.7914438502673796,0.946524064171123,0.9251336898395721,0.14438502673796794,0.13903743315508021,0.14438502673796794,0.016042780748663055,0.1336898395721925,-0.021390374331550888,90,0.03299999999999992,2.7755575615628914e-17,2.7755575615628914e-17
GATA1,26,10,16,413,0.675,0.775,0.8875000000000001,0.93125,0.775,0.95,0.9,0.76,0.93125,0.79,0.93125,0.81,0.93125,0.8200000000000001,0.0999999999999999,0.0,0.125,0.15625,0.0437499999999999,0.15625,0.03125,0.79,0.15625,0.15625,6.153846153846154,26,10,16,bayes,1.0,0.93125,1.0,0.775,1.0,0.93125,0.775,0.8875000000000001,0.93125,0.15625,0.15625,0.15625,0.043749999999999956,0.15625,0.043749999999999956,90,0.20999999999999996,0.0,0.0
GATA2,52,37,15,480,0.8648648648648649,0.8846846846846848,1.0,0.9801801801801804,0.8864864864864865,0.81,1.0,0.42,0.981981981981982,0.72,0.9801801801801804,0.76,1.0,0.0,0.0198198198198198,0.0018018018018017,0.1153153153153152,0.0972972972972973,0.0,0.0954954954954955,-0.0180180180180179,0.72,0.0954954954954955,0.0954954954954955,10.673076923076923,52,37,15,bayes,0.73,0.981981981981982,0.8160000000000001,0.8864864864864865,0.0,1.0,0.8846846846846848,1.0,0.9801801801801803,0.0972972972972973,0.09549549549549552,0.0972972972972973,0.0,0.09549549549549552,-0.01981981981981973,90,0.010000000000000009,0.0,1.3877787807814457e-17
GATA4,15,7,8,443,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.733333333333333,15,7,8,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0
GBA2,12,5,7,927,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,2.9166666666666665,12,5,7,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,-0.4,-0.4,90,0.0,0.0,0.0
GBE1,26,18,8,702,0.826388888888889,0.9166666666666669,0.8888888888888888,0.8333333333333334,0.9305555555555556,0.58,0.923611111111111,0.23,0.9305555555555556,0.34,0.8888888888888888,0.73,0.9097222222222222,0.63,0.0902777777777777,0.0138888888888888,0.0069444444444443,0.0138888888888888,0.0208333333333333,0.0,0.0069444444444445,0.34,0.0,-0.0833333333333333,5.538461538461538,26,18,8,bayes,0.5,0.9236111111111112,0.577,0.9305555555555556,0.624,0.9097222222222222,0.9166666666666667,0.8888888888888888,0.8333333333333334,0.00694444444444442,-0.00694444444444442,0.00694444444444442,0.02083333333333337,-0.08333333333333337,-0.05555555555555547,90,0.15999999999999998,-0.00694444444444438,-0.00694444444444442
GCK,272,262,10,465,0.8225190839694655,0.8534351145038168,0.8767175572519084,0.7824427480916031,0.8538167938931298,0.95,0.915267175572519,0.5,0.8549618320610688,0.13,0.834351145038168,0.22,0.8870229007633588,0.42,0.0309160305343513,0.0003816793893129,0.0618320610687022,0.0015267175572519,0.0103053435114504,0.0011450381679389,-0.0603053435114502,0.13,0.0011450381679389,-0.0709923664122137,9.632352941176473,272,262,10,bayes,0.135,0.8549618320610688,1.0,0.8534351145038168,0.42,0.8870229007633588,0.8534351145038168,0.8767175572519084,0.7824427480916031,0.0015267175572519776,0.0015267175572519776,0.0015267175572519776,0.010305343511450404,-0.07099236641221374,-0.09427480916030528,90,0.0050000000000000044,7.762887554996212e-17,0.00038167938931307765
GCM2,15,7,8,506,0.5357142857142857,0.6071428571428571,0.6964285714285714,0.4464285714285714,0.6071428571428571,0.6900000000000001,0.7321428571428571,0.45,0.625,0.25,0.5535714285714286,0.01,0.6964285714285714,0.0,0.0714285714285714,0.0,0.125,0.0178571428571429,0.0,0.0178571428571429,-0.1071428571428571,0.25,0.0178571428571429,-0.1607142857142856,3.733333333333333,15,7,8,bayes,0.268,0.625,1.0,0.6071428571428571,0.0,0.6964285714285714,0.6071428571428571,0.6964285714285714,0.44642857142857145,0.017857142857142905,0.017857142857142905,0.017857142857142905,0.0,-0.16071428571428564,-0.24999999999999994,90,0.018000000000000016,3.469446951953614e-18,3.469446951953614e-18
GFAP,55,47,8,432,0.8723404255319148,0.8590425531914894,0.9441489361702128,0.9042553191489362,0.8803191489361702,0.07,0.946808510638298,0.8300000000000001,0.9202127659574468,0.67,0.922872340425532,0.61,0.9601063829787234,0.68,-0.0132978723404254,0.0212765957446808,0.0877659574468086,0.0611702127659574,0.0159574468085106,0.0398936170212765,-0.0265957446808511,0.67,0.0398936170212765,0.0452127659574468,6.836363636363636,55,47,8,bayes,0.757,0.9202127659574468,0.07200000000000001,0.8803191489361702,0.679,0.9601063829787234,0.8590425531914894,0.9441489361702128,0.9042553191489362,0.061170212765957466,0.039893617021276584,0.061170212765957466,0.015957446808510634,0.04521276595744683,-0.039893617021276584,90,0.08699999999999997,6.245004513516506e-17,8.326672684688674e-17
GFM1,23,10,13,751,0.9538461538461538,0.9153846153846154,0.9153846153846154,0.7846153846153847,0.9538461538461538,0.0,0.9384615384615383,0.71,0.9307692307692308,0.12,0.9538461538461538,0.0,0.9153846153846154,0.0,-0.0384615384615384,0.0384615384615384,0.0230769230769231,0.0153846153846154,0.0,-0.0230769230769229,-0.0076923076923076,0.12,-0.0230769230769229,-0.1307692307692306,5.652173913043479,23,10,13,bayes,0.122,0.9307692307692308,0.0,0.9538461538461538,0.0,0.9153846153846154,0.9153846153846154,0.9153846153846154,0.7846153846153847,0.015384615384615441,-0.023076923076922995,0.015384615384615441,0.0,-0.13076923076923064,-0.13076923076923064,90,0.0020000000000000018,4.163336342344337e-17,-9.367506770274758e-17
GHR,17,5,12,638,1.0,1.0,1.0,0.8166666666666667,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1833333333333333,3.5294117647058822,17,5,12,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8166666666666667,0.0,0.0,0.0,0.0,-0.18333333333333335,-0.18333333333333335,90,0.0,0.0,0.0
GHRHR,14,6,8,423,1.0,1.0,1.0,0.8958333333333333,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1041666666666667,3.4285714285714284,14,6,8,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8958333333333333,0.0,0.0,0.0,0.0,-0.10416666666666674,-0.10416666666666674,90,0.0,0.0,0.0
GJA3,30,24,6,435,0.8263888888888888,0.9652777777777778,1.0,0.9930555555555556,0.9652777777777778,0.89,1.0,0.22,1.0,0.77,1.0,0.8200000000000001,1.0,0.0,0.1388888888888889,0.0,0.0347222222222222,0.0347222222222222,0.0,0.0347222222222222,0.0,0.77,0.0347222222222222,0.0277777777777777,4.8,30,24,6,bayes,0.877,1.0,1.0,0.9652777777777778,0.0,1.0,0.9652777777777778,1.0,0.9930555555555556,0.03472222222222221,0.03472222222222221,0.03472222222222221,0.0,0.02777777777777779,-0.00694444444444442,90,0.10699999999999998,6.938893903907228e-18,6.938893903907228e-18
GJA8,39,31,8,433,0.9596774193548387,0.9758064516129032,1.0,0.995967741935484,0.9758064516129032,0.94,1.0,0.33,0.995967741935484,0.5,0.995967741935484,0.53,1.0,0.0,0.0161290322580645,0.0,0.0241935483870967,0.0201612903225806,0.0,0.0201612903225806,-0.0040322580645161,0.5,0.0201612903225806,0.0201612903225806,6.358974358974359,39,31,8,bayes,1.0,0.9959677419354839,1.0,0.9758064516129032,0.0,1.0,0.9758064516129032,1.0,0.9959677419354839,0.020161290322580627,0.020161290322580627,0.020161290322580627,0.0,0.020161290322580627,-0.0040322580645161255,90,0.5,2.7755575615628914e-17,2.7755575615628914e-17
GLA,177,171,6,429,0.672514619883041,0.7787524366471735,0.797270955165692,0.6432748538011696,0.7787524366471735,0.99,0.797270955165692,0.99,0.7787524366471735,0.0,0.672514619883041,0.0,0.797270955165692,0.0,0.1062378167641325,0.0,0.0185185185185184,0.0,0.0,0.0,-0.0185185185185184,0.0,0.0,-0.1354775828460039,5.796610169491525,177,171,6,bayes,0.0,0.7787524366471735,1.0,0.7787524366471735,0.0,0.797270955165692,0.7787524366471735,0.797270955165692,0.6432748538011696,0.0,0.0,0.0,0.0,-0.13547758284600397,-0.15399610136452246,90,0.0,0.0,0.0
GLB1,97,89,8,677,0.898876404494382,0.9747191011235956,0.9859550561797752,0.7471910112359551,0.9747191011235956,0.86,0.9929775280898876,0.47,0.976123595505618,0.16,0.904494382022472,0.09,0.9873595505617978,0.11,0.0758426966292135,0.0,0.018258426966292,0.0014044943820225,0.0014044943820225,0.0014044943820225,-0.0168539325842695,0.16,0.0014044943820225,-0.2275280898876404,7.34020618556701,97,89,8,bayes,0.157,0.976123595505618,1.0,0.9747191011235955,0.14,0.9873595505617978,0.9747191011235955,0.9859550561797753,0.7471910112359551,0.001404494382022503,0.001404494382022503,0.001404494382022503,0.001404494382022503,-0.2275280898876404,-0.2387640449438202,90,-0.0030000000000000027,3.0357660829594124e-18,3.0357660829594124e-18
GLDC,90,78,12,1020,0.7927350427350428,0.8066239316239318,0.9316239316239316,0.8888888888888888,0.811965811965812,0.44,0.9476495726495728,0.61,0.8974358974358975,0.45,0.9091880341880342,0.47,0.9465811965811964,0.32,0.0138888888888889,0.0053418803418802,0.1410256410256409,0.0908119658119657,0.0149572649572649,0.0854700854700855,-0.0502136752136752,0.45,0.0854700854700855,0.082264957264957,10.4,90,78,12,bayes,0.456,0.8985042735042735,0.438,0.811965811965812,0.329,0.9465811965811965,0.8066239316239318,0.9316239316239316,0.8888888888888888,0.09188034188034178,0.08653846153846156,0.09188034188034178,0.014957264957264904,0.08226495726495708,-0.042735042735042805,90,0.006000000000000005,0.0010683760683760785,0.0010683760683760646
GLDN,20,9,11,551,0.9292929292929292,0.9292929292929292,0.9393939393939394,0.8585858585858586,0.9393939393939392,0.31,0.9393939393939394,0.01,0.9494949494949496,0.35,0.9494949494949496,0.42,0.9494949494949494,0.62,0.0,0.01010101010101,0.0101010101010101,0.0202020202020202,0.0101010101010099,0.0101010101010101,0.01010101010101,0.35,0.0101010101010101,-0.0707070707070707,4.95,20,9,11,bayes,0.5,0.9494949494949495,0.5,0.9393939393939393,0.671,0.9494949494949494,0.9292929292929293,0.9393939393939394,0.8585858585858586,0.02020202020202022,0.010101010101010166,0.02020202020202022,0.010101010101009944,-0.07070707070707072,-0.08080808080808088,90,0.15000000000000002,2.0816681711721685e-17,6.591949208711867e-17
GLRA1,28,22,6,449,0.9772727272727272,0.9772727272727272,0.9848484848484848,0.9772727272727272,0.9772727272727272,0.0,1.0,0.72,1.0,0.21,1.0,0.39,1.0,0.17,0.0,0.0,0.0227272727272727,0.0227272727272727,0.0151515151515151,0.0227272727272727,0.0,0.21,0.0227272727272727,0.0,4.714285714285714,28,22,6,bayes,0.5,1.0,0.0,0.9772727272727273,0.5,1.0,0.9772727272727273,0.9848484848484849,0.9772727272727273,0.022727272727272707,0.022727272727272707,0.022727272727272707,0.015151515151515138,0.0,-0.007575757575757569,90,0.29000000000000004,6.938893903907228e-18,6.938893903907228e-18
GLUD1,15,10,5,558,0.66,0.7,0.62,0.6399999999999999,0.74,0.09,0.72,0.04,0.74,0.19,0.7,0.23,0.7,0.32,0.0399999999999999,0.04,0.02,0.04,0.0799999999999999,0.0,0.02,0.19,0.0,-0.06,3.333333333333333,15,10,5,bayes,0.201,0.74,0.099,0.74,0.322,0.7,0.7,0.62,0.6399999999999999,0.040000000000000036,0.0,0.040000000000000036,0.07999999999999996,-0.06000000000000005,0.019999999999999907,90,0.01100000000000001,3.469446951953614e-17,0.0
GNAO1,66,52,14,354,0.9587912087912088,0.9684065934065934,0.9766483516483516,0.98489010989011,0.971153846153846,0.6900000000000001,0.9807692307692308,0.64,0.9862637362637364,0.93,0.9862637362637364,0.94,0.989010989010989,0.38,0.0096153846153846,0.0027472527472527,0.0123626373626374,0.0178571428571429,0.0123626373626373,0.0151098901098901,0.0054945054945054,0.93,0.0151098901098901,0.0164835164835165,11.030303030303031,66,52,14,bayes,0.9510000000000001,0.9862637362637363,0.8300000000000001,0.9711538461538461,0.599,0.989010989010989,0.9684065934065934,0.9766483516483517,0.9848901098901099,0.017857142857142905,0.015109890109890167,0.017857142857142905,0.012362637362637319,0.016483516483516536,0.008241758241758212,90,0.02100000000000002,3.469446951953614e-18,6.765421556309548e-17
GNB1,29,18,11,340,0.5454545454545454,0.8080808080808081,0.7777777777777778,0.7727272727272727,0.8080808080808081,0.99,0.8232323232323232,0.28,0.8232323232323232,0.38,0.7727272727272727,0.8300000000000001,0.7979797979797979,0.8200000000000001,0.2626262626262626,0.0,0.0151515151515151,0.0151515151515151,0.0202020202020201,0.0151515151515151,0.0,0.38,0.0151515151515151,-0.0353535353535353,6.827586206896552,29,18,11,bayes,0.5,0.8232323232323232,1.0,0.8080808080808081,0.8200000000000001,0.7979797979797979,0.8080808080808081,0.7777777777777778,0.7727272727272727,0.015151515151515138,0.015151515151515138,0.015151515151515138,0.02020202020202011,-0.03535353535353536,-0.005050505050505083,90,0.12,3.8163916471489756e-17,3.8163916471489756e-17
GP1BA,20,13,7,652,0.8791208791208791,0.8901098901098901,0.945054945054945,0.967032967032967,0.8901098901098901,0.42,0.945054945054945,0.51,0.967032967032967,0.96,0.967032967032967,0.96,0.9670329670329672,0.75,0.0109890109890109,0.0,0.0549450549450549,0.0769230769230769,0.0219780219780221,0.0769230769230769,0.021978021978022,0.96,0.0769230769230769,0.0769230769230769,4.55,20,13,7,bayes,1.0,0.967032967032967,1.0,0.8901098901098901,0.78,0.9670329670329672,0.8901098901098901,0.945054945054945,0.967032967032967,0.07692307692307698,0.07692307692307698,0.07692307692307698,0.021978021978022122,0.07692307692307698,0.02197802197802201,90,0.040000000000000036,8.326672684688674e-17,8.326672684688674e-17
GPAA1,11,5,6,621,0.9000000000000001,1.0,0.9000000000000001,0.7666666666666666,1.0,0.24,1.0,0.0,1.0,0.0,0.9000000000000001,0.0,0.9000000000000001,0.0,0.0999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2333333333333334,2.727272727272727,11,5,6,bayes,0.0,1.0,1.0,1.0,0.0,0.9000000000000001,1.0,0.9000000000000001,0.7666666666666666,0.0,0.0,0.0,0.0,-0.2333333333333334,-0.13333333333333353,90,0.0,0.0,0.0
GPI,14,9,5,558,0.8444444444444444,0.9333333333333332,0.8222222222222223,1.0,0.9333333333333332,0.71,0.9333333333333332,0.0,1.0,0.67,1.0,0.77,1.0,0.79,0.0888888888888889,0.0,0.0,0.0666666666666666,0.1777777777777777,0.0666666666666666,0.0666666666666666,0.67,0.0666666666666666,0.0666666666666666,3.2142857142857144,14,9,5,bayes,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.8222222222222223,1.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.1777777777777777,0.06666666666666665,0.1777777777777777,90,0.32999999999999996,5.551115123125783e-17,5.551115123125783e-17
